DebayerTime,fMapTime,iMapTime
1246,4742,4781
1203,4721,4443
1242,4802,4900
1225,4711,4451
1199,4736,4760
1203,4749,4473
1235,4692,4779
1394,4843,4517
1270,4820,4951
1195,5111,4473
1258,4736,4598
1242,5090,4474
1258,4830,4428
1312,5101,4840
1202,4750,4846
1242,5117,4458
1241,4752,5378
1220,5067,4459
1242,4826,4501
1241,5057,4512
1269,4827,4522
1306,4932,4662
1254,4852,4419
1242,4679,4760
1160,4798,4424
1235,4699,4901
1164,4719,4472
1210,4682,4978
1347,4910,4448
1287,4889,5042
1284,4982,4475
1240,4846,5042
1318,4931,4464
1303,4886,4500
1303,5107,4455
1236,4759,4684
1241,5045,4473
1240,4684,4438
1212,4987,4478
1263,4734,4499
1238,4821,4554
1211,4742,4423
1242,4806,4591
1143,4803,4493
1236,4693,4835
1290,4849,4497
1273,4850,4728
1279,4775,4525
1283,4868,4514
1223,5105,4540
1216,4769,4476
1253,4899,4477
1286,4703,4351
1242,4988,4423
1316,4808,4334
1265,4993,4496
1249,4792,4763
1296,4854,4509
1199,4720,4489
1243,4894,4537
1242,4766,4457
1254,4920,4513
1235,4724,4455
1219,4915,4550
1208,4724,4427
1240,4690,4590
1272,4872,4472
1244,4722,4725
1250,4889,4482
1264,4683,4440
1242,4989,4443
1200,4718,4428
1244,4989,4507
1221,4676,4443
1257,4913,4463
1246,4664,4354
1231,4884,4466
1255,4775,4833
1294,4958,4537
1220,4894,4563
1210,4911,4535
1303,4859,4559
1242,5243,4532
1240,4818,4488
1286,5144,4502
1268,4764,4450
1245,4696,4730
1242,4816,4483
1232,4669,4773
1422,4847,4453
1240,4748,4953
1343,4751,4454
1261,4791,4932
1283,4934,4441
1203,4752,4901
1229,4865,4779
1295,4779,4331
1315,4674,4923
1260,5082,4926
1241,4815,4457
1211,4996,4553
1224,4889,4677
1249,5161,4536
1216,4741,4451
1241,5071,4576
1245,4822,4526
1263,4739,4725
1469,4856,4468
1243,5020,4900
1248,4847,4509
1245,4863,4750
1293,5113,4472
1215,4810,4502
1291,5071,4443
1250,4905,4726
1254,5042,4483
1214,4796,4479
1332,4731,4324
1256,4906,4506
1241,4737,5019
1274,5012,4459
1215,4885,4953
1244,4915,4510
1285,4924,4523
1242,4874,4517
1243,4840,4515
1240,4912,4439
1216,4789,4474
1198,4715,4770
1226,4805,4443
1251,4852,4810
1197,4792,4415
1291,4878,5045
1272,4841,4455
1224,4773,4697
1262,5121,4544
1268,4723,4451
1221,5087,4486
1243,5304,4352
1225,5052,4449
1222,4713,4850
1242,5044,4456
1223,4779,4780
1274,5160,4475
1257,4795,4655
1241,5064,4461
1244,4763,4558
1249,5012,4530
1252,4686,4489
1241,5008,4486
1252,4834,4507
1256,4861,4704
1249,4752,4477
1240,4732,4809
1438,4911,4458
1241,4954,4923
1295,5023,4479
1249,4686,4947
1272,5056,4577
1284,4701,4316
1260,5286,4371
1319,6074,4358
1264,5291,4453
1298,5079,4455
1297,4994,4435
1222,5187,4408
1229,5012,4342
1208,4997,4490
1326,5061,4360
1297,4996,4396
1234,4948,4347
1270,5145,4428
1304,5141,4459
1315,5245,4318
1282,5202,4331
1317,5282,4372
1244,5230,4334
1288,5313,4459
1244,5285,4477
1300,5238,4367
1270,4693,4315
1294,4881,4463
1252,4872,4455
1239,4835,4536
1232,4715,4944
1214,4928,4506
1138,4789,4445
1272,4703,4556
1243,4826,4647
1206,4911,4672
1313,4965,4585
1243,4734,4748
1199,4816,4656
1268,4812,4321
1294,5265,4428
1313,5238,4383
1278,5204,4623
1259,5182,4385
1320,5235,4358
1264,5164,4369
1273,5208,4397
1214,4748,4318
1302,5776,4369
1287,5237,4447
1326,5192,4377
1245,5215,4316
1221,5236,4360
1246,5065,4456
1298,5023,4450
1296,5000,4432
1254,5117,4334
1247,5096,4322
1304,5194,4609
1329,5111,4310
1223,4711,4325
1282,5140,4511
1239,5196,4325
1303,5152,4362
1319,5091,4528
1274,5179,4665
1236,5199,4334
1300,5266,4337
1258,5125,4290
1310,5219,4335
1223,5170,4346
1209,5248,4321
1309,5318,4355
1244,5208,4359
1303,5053,4331
1264,5255,4327
1317,5442,4353
1265,4794,4454
1311,5159,4603
1262,5194,4424
1314,5178,4357
1257,5213,4493
1251,5169,4528
1217,5187,4398
1308,5278,4372
1243,5228,4474
1300,5258,4441
1265,5216,4444
1261,5174,4310
1266,4851,4331
1308,4874,4533
1267,5153,4380
1315,5235,4482
1208,5200,4499
1270,5130,4373
1317,5098,4387
1303,5370,4459
1313,5265,4437
1218,5243,4444
1244,5217,4457
1212,4768,4316
1310,5234,4482
1244,5343,4327
1313,5257,4351
1321,5488,4432
1307,5216,4370
1318,5098,4352
1281,5194,4336
1249,5302,4415
1240,5021,4452
1332,4838,4518
1321,5210,4586
1212,4705,4351
1310,5251,4650
1300,5216,4665
1266,5118,4532
1243,5061,4334
1261,5235,4533
1293,4964,4373
1229,4986,4423
1305,5090,4445
1327,5022,4316
1286,5035,4421
1260,5012,4312
1244,5291,4375
1328,5175,4459
1283,5314,4468
1308,5081,4498
1232,5460,4464
1308,5188,4385
1275,5169,4304
1271,4783,4550
1237,5276,4381
1308,5253,4474
1264,5227,4490
1309,5215,4478
1290,4858,4363
1268,5232,4363
1249,5247,4339
1302,5246,4465
1214,5093,4345
1256,5161,4499
1313,5207,4508
1267,5082,4554
1242,5063,4450
1316,5169,4333
1269,5240,4556
1310,5092,4344
1286,4739,4313
1274,4886,4517
1263,4777,4304
1214,4803,4324
1310,5214,4383
1261,5252,4326
1221,5312,4316
1327,5382,4342
1314,5202,4392
1321,5267,4319
1269,5251,4345
1256,5281,4329
1316,5239,4382
1222,5183,4327
1331,5195,4356
1316,5546,4414
1234,5225,4312
1243,5345,4341
1384,5235,4387
1250,5266,4359
1260,5238,4335
1265,5194,4331
1310,5379,4458
1254,5201,4367
1320,5252,4619
1206,4674,4381
1230,4660,4352
1317,5172,4336
1302,5202,4427
1245,5164,4396
1316,5211,4483
1249,5374,4344
1232,4792,4355
1245,5201,4365
1308,5162,4328
1314,5229,4315
1526,5196,4445
1319,5541,4361
1273,5562,4398
1319,5217,4439
1309,5369,4428
1215,5254,4361
1261,5344,4323
1243,5250,4482
1286,5221,4290
1301,5200,4420
1220,4706,4386
1242,5177,4450
1304,5379,4339
1242,5183,4364
1258,5297,4349
1308,5234,4317
1226,5316,4421
1310,5168,4401
1263,5248,4535
1318,4763,4380
1291,5150,4326
1316,5093,4518
1246,5178,4426
1281,5250,4342
1311,5013,4448
1255,5164,4469
1320,5220,4505
1318,5228,4467
1272,5321,4433
1299,5221,4356
1370,5043,4424
1327,4818,4519
1305,5177,4598
1241,5023,4464
1280,5247,4335
1307,5263,4361
1333,5242,4325
1244,5278,4442
1321,5220,4338
1290,5300,4304
1281,5228,4331
1245,5325,4441
1282,5263,4346
1250,4812,4315
1246,5303,4442
1303,5233,4392
1300,5241,4358
1243,5253,4314
1328,4957,4547
1276,4809,4574
1307,4884,4709
1323,4870,4534
1312,4920,4504
1307,5328,4439
1277,5301,4344
1329,5247,4409
1299,5201,4542
1232,5251,4318
1295,5171,4488
1311,5113,4336
1291,5235,4391
1245,5153,4490
1252,5158,4348
1312,5159,4524
1293,5223,4646
1290,5104,4660
1309,5131,4396
1307,5114,4344
1316,5278,4325
1314,5266,4501
1335,5189,4321
1297,5235,4395
1248,5217,4334
1251,4811,4344
1261,5330,4436
1304,5034,4358
1302,5357,4417
1244,5218,4424
1292,5036,4359
1244,5139,4384
1327,5247,4446
1272,5103,4395
1260,4733,4326
1244,4996,4367
1332,5319,4416
1226,5135,4503
1322,5135,4337
1319,5112,4422
1320,5173,4335
1247,5301,4352
1323,5113,4394
1235,5264,4433
1301,5217,4296
1306,5335,4432
1287,4821,4326
1206,5019,4346
1259,5228,4362
1307,5185,4356
1244,5190,4320
1298,5160,4338
1323,5203,4515
1207,4960,4483
1228,5217,4359
1244,5170,4421
1257,5257,4343
1309,5199,4358
1271,5155,4323
1223,5182,4352
1246,4848,4302
1205,4666,4369
1221,5231,4434
1305,5159,4644
1245,5042,4330
1304,5125,4484
1253,4989,4435
1232,4708,4319
1328,5226,4387
1246,4834,4445
1326,5227,4337
1263,5205,4675
1255,5254,4337
1268,5218,4459
1323,5229,4341
1290,5257,4347
1240,5270,4335
1308,5250,4383
1301,5281,4393
1214,4675,4338
1252,4846,4324
1263,5229,4537
1240,5149,4356
1206,5254,4359
1240,4782,4356
1337,5270,4340
1319,5267,4381
1328,5288,4322
1352,5131,4336
1245,5253,4438
1242,5226,4327
1391,5119,4405
1254,5261,4336
1257,4703,4346
1259,5248,4350
1314,5086,4703
1219,5263,4303
1308,5181,4401
1208,5181,4330
1239,5215,4319
1318,5199,4462
1282,5138,4377
1254,5212,4357
1315,5356,4433
1247,4741,4367
1329,5217,4380
1284,5078,4369
1411,5203,4347
1310,5257,4359
1264,4720,4347
1312,5212,4407
1257,5307,4329
1270,5214,4381
1328,5262,4452
1292,5273,4374
1311,5327,4360
1254,4755,4339
1322,5199,4351
1318,4813,4516
1248,5259,4467
1284,5204,4408
1247,5316,4366
1218,5150,4386
1283,5231,4354
1243,5268,4457
1284,5327,4446
1243,5215,4429
1260,4770,4356
1209,5191,4472
1332,5107,4365
1267,4662,4346
1316,5117,4355
1306,5231,4346
1213,5140,4341
1328,5225,4411
1301,5038,4416
1217,5133,4363
1247,5201,4394
1253,5263,4372
1249,4853,4425
1331,5158,4337
1218,5204,4376
1327,5149,4334
1209,5147,4349
1248,5216,4325
1244,5223,4358
1253,5226,4357
1281,5119,4348
1207,5229,4369
1306,5154,4389
1244,5482,4371
1315,4742,4385
1259,5313,4438
1244,5294,4344
1223,5156,4387
1315,5285,4347
1313,5298,4451
1293,5229,4349
1314,5278,4341
1312,5344,4329
1320,5303,4349
1213,5191,4382
1223,5229,4347
1325,5071,4396
1259,5223,4338
1324,5281,4359
1318,5237,4372
1320,5300,4449
1256,5209,4358
1288,5185,4388
1406,4989,4359
1303,5248,4324
1232,5314,4318
1315,5236,4445
1352,5298,4333
1243,4805,4348
1245,5343,4331
1244,5717,4373
1243,5296,4466
1276,5171,4354
1245,5349,4450
1327,5239,4328
1312,5295,4346
1245,5219,4460
1262,5208,4330
1243,5222,4373
1311,5240,4324
1280,5195,4385
1330,5276,4343
1315,5191,4399
1223,5218,4347
1298,5349,4339
1255,5253,4313
1247,4844,4456
1294,5207,4469
1205,5206,4451
1316,5156,4457
1267,5294,4457
1244,4988,4450
1293,5019,4437
1246,5247,4403
1292,5015,4451
1268,5009,4435
1253,5320,4333
1309,5337,4439
1244,5287,4356
1245,5215,4351
1244,5262,4330
1270,5352,4339
1233,5191,4411
1293,5203,4348
1245,4808,4438
1256,5273,4326
1223,5194,4364
1283,4950,4343
1302,5214,4585
1317,4991,4429
1290,5160,4393
1302,5158,4640
1268,5008,4442
1302,5193,4575
1302,5068,4453
1283,5346,4563
1303,5033,5000
1302,5000,4763
1245,4854,4507
1319,5004,4784
1318,4988,4585
1262,4859,4735
1327,4712,4360
1288,6719,7789
1293,4745,4300
1317,4738,4330
1303,4838,4330
1330,4889,4651
1279,5041,4329
1314,4768,4425
1286,4800,4497
1275,4679,4307
1330,4816,4351
1273,4860,4313
1246,4811,4368
1265,4677,9553
1229,4686,4358
1270,4919,4334
1327,4802,4319
1310,4889,4322
1291,4778,4328
1276,4784,4374
1288,4791,4524
1285,4737,4318
1280,5060,4306
1312,5079,4308
1245,5050,4342
1233,5065,4396
1218,5224,4459
1319,4776,4345
1243,5277,4368
1244,5111,4402
1286,5165,4344
1246,5188,4463
1333,5008,4341
1230,5216,4461
1258,5235,4400
1300,5119,4394
1209,5120,4369
1224,5152,4479
1231,5231,4442
1311,5276,4303
1315,5213,4473
1196,5257,4460
1306,5122,4444
1252,5325,4442
1247,5309,4398
1245,5224,4454
1250,5341,4426
1251,5195,4337
1244,4794,4349
1215,5191,4394
1311,5282,4368
1268,5200,4313
1302,5337,4367
1301,5145,4381
1208,5311,4375
1212,4788,4304
1306,5173,4320
1218,5267,4336
1307,5278,4349
1266,5316,4341
1260,5147,4366
1322,5235,4329
1256,5328,4373
1334,5274,4376
1295,5300,4378
1308,5223,4441
1253,5273,4328
1314,5231,4341
1260,5283,4334
1327,4863,4367
1244,5274,4418
1271,5278,4331
1246,5206,4352
1233,5235,4346
1223,5356,4363
1247,5262,4323
1219,5308,4469
1317,5274,4349
1255,4670,4355
1253,5247,4434
1299,5220,4353
1306,5253,4378
1297,5227,4340
1257,5223,4617
1299,5212,4335
1228,5169,4396
1320,5292,4344
1245,5273,4436
1284,5287,4359
1245,4845,4321
1305,4850,4334
1228,5216,4307
1289,5252,4380
1254,5233,4354
1268,5269,4461
1267,4910,4530
1247,5209,4351
1300,5298,4358
1235,5237,4320
1331,5270,4327
1226,5144,4428
1298,5262,4325
1243,5242,4355
1312,5229,4336
1267,5200,4426
1255,5351,4339
1318,5245,4365
1318,5191,4340
1240,5306,4362
1314,5248,4385
1273,4680,4367
1245,5363,4410
1293,5302,4350
1302,5258,4359
1278,5266,4314
1243,5341,4341
1247,5187,4340
1242,5309,4381
1238,5251,4359
1306,5276,4368
1261,5231,4370
1262,5209,4317
1307,5273,4349
1200,5269,4431
1272,4667,4335
1315,5311,4352
1282,5235,4330
1309,5352,4464
1282,5220,4376
1319,5383,4452
1240,5135,4364
1235,4751,4312
1243,5224,4339
1302,5152,4360
1251,5206,4365
1219,5321,4301
1245,5188,4451
1255,5202,4341
1231,5261,4436
1320,5244,4339
1202,5239,4381
1301,5268,4431
1308,5194,4330
1221,5303,4341
1319,5225,4456
1244,5319,4465
1328,5243,4310
1208,5278,4360
1246,5317,4329
1311,5296,4338
1255,5287,4431
1309,5290,4358
1246,4782,4388
1308,5184,4344
1299,5285,4393
1244,5313,4404
1302,5318,4436
1286,5253,4357
1287,5216,4347
1244,5233,4352
1319,5154,4317
1245,5196,4351
1239,4986,4442
1300,5112,4455
1246,5002,4451
1222,5059,4450
1240,4965,4402
1260,5075,4394
1251,4961,4366
1307,5023,4436
1311,4875,4436
1251,5235,4360
1263,5079,4430
1324,5201,4452
1262,5177,4473
1247,5230,4303
1313,5132,4358
1210,5127,4350
1308,5197,4512
1249,5262,4334
1215,4964,4334
1230,5231,4443
1319,5345,4415
1227,4719,4322
1239,5325,4326
1308,5011,4391
1323,5154,4367
1314,5293,4325
1315,5210,4380
1225,5265,4434
1300,5357,4428
1261,5288,4340
1246,5295,4471
1323,5282,4470
1246,4794,4389
1249,4747,4334
1233,5226,4346
1304,5206,4338
1328,5243,4337
1264,5994,4488
1236,5383,4536
1268,5209,4429
1316,5214,4331
1291,5222,4438
1310,4856,4543
1319,5198,4337
1267,5122,4434
1331,5230,4342
1235,5183,4400
1316,5179,4340
1245,5257,4439
1308,5115,4363
1332,5173,4360
1268,5229,4487
1316,5109,4341
1331,5025,4311
1329,4829,4886
1294,4880,4367
1265,5209,4331
1306,5299,4331
1232,5145,4333
1316,5232,4470
1236,5273,4502
1314,5234,4437
1308,5373,4478
1264,5162,4327
1261,5286,4376
1293,5187,4420
1259,5293,4463
1253,5151,4514
1221,5164,4382
1310,5223,4502
1234,5167,4314
1271,5229,4459
1309,5260,4474
1237,5318,4398
1250,4749,4320
1326,5250,4477
1257,5082,4340
1262,5070,4444
1329,5178,4388
1271,5110,4358
1327,5182,4309
1285,5206,4456
1325,5173,4471
1298,5356,4324
1309,5280,4514
1292,5284,4318
1305,5278,4531
1309,5201,4452
1306,5264,4485
1261,5293,4573
1243,4779,4363
1311,5240,4351
1251,5035,4437
1310,5073,4377
1326,4975,4353
1245,4937,4371
1245,5058,4338
1230,4939,4334
1238,5035,4328
1275,4911,4321
1228,5043,4341
1306,4943,4308
1284,5081,4356
1219,4949,4350
1309,5149,4437
1270,4978,4386
1264,5027,4346
1228,4965,4315
1224,5068,4475
1254,5269,4449
1318,5234,4332
1222,4964,4364
1320,5248,4377
1245,4860,4428
1310,5203,4465
1264,5178,4363
1270,4872,4329
1317,5122,4398
1207,5147,4375
1274,5237,4325
1245,5212,4381
1319,5280,4453
1222,5235,4484
1244,5292,4463
1274,4740,4337
1310,5163,4364
1238,5220,4470
1306,5207,4363
1266,5177,4313
1309,5402,4449
1274,5206,4340
1312,5199,4367
1314,5126,4350
1254,5030,4342
1296,5189,4416
1255,5103,4431
1252,4989,4475
1301,4902,4426
1241,5117,4327
1312,5264,4344
1256,4963,4359
1302,5047,4444
1295,5092,4544
1301,5215,4652
1317,5074,4448
1316,5310,4331
1276,5209,4364
1317,5281,4409
1294,4835,4399
1252,5072,4336
1246,5002,4401
1275,5284,4326
1159,5124,4406
1244,5315,4329
1209,5239,4503
1258,5004,4317
1253,5144,4560
1316,5148,4609
1225,4786,4462
1283,4882,4637
1253,4703,4398
1316,5070,4443
1286,5250,4350
1309,5254,4357
1303,5153,4335
1213,5389,4408
1245,4680,4357
1316,5152,4505
1313,5018,4475
1270,5256,4310
1318,4823,4314
1264,5240,4319
1320,5227,4333
1292,5226,4328
1234,5283,4369
1312,5275,4348
1250,5210,4341
1236,5403,4445
1287,5198,4344
1263,5212,4348
1256,5269,4328
1253,4703,4307
1259,4833,4556
1281,4843,4341
1247,4784,4592
1310,4805,4510
1278,5088,4396
1295,5202,4334
1317,5233,4347
1300,5114,4495
1283,5223,4461
1303,5230,4481
1246,5197,4308
1307,5310,4366
1245,5285,4467
1301,5347,4660
1311,5176,4344
1266,5114,4495
1261,5200,4321
1244,5289,4389
1248,4811,4368
1304,5053,4436
1244,5079,4627
1327,4924,4618
1266,5061,4432
1316,5079,4461
1256,5020,4326
1225,4971,4437
1303,5030,4436
1253,5054,4345
1257,5158,4349
1218,5095,4451
1284,5040,4435
1242,5070,4465
1259,5184,4346
1245,5150,4491
1269,5186,4367
1300,5250,4355
1327,5191,4351
1242,5236,4456
1316,5204,4636
1262,4821,4337
1307,5237,4475
1284,5180,4347
1311,5264,4337
1245,5357,4369
1298,5253,4344
1219,4772,4340
1250,5204,4368
1212,5235,4307
1243,5326,4465
1289,5189,4377
1260,5269,4354
1308,5340,4450
1222,5183,4353
1309,5302,4351
1288,5133,4345
1276,5303,4437
1244,5275,4459
1301,4807,4452
1268,4975,4304
1272,5264,4373
1272,4742,4349
1242,5133,4399
1336,5199,4389
1277,5155,4460
1321,5047,4433
1244,5021,4483
1300,5169,4426
1313,5339,4315
1228,5146,4361
1217,5293,4432
1244,5287,4318
1225,5341,4312
1259,5272,4389
1322,5269,4348
1246,5206,4402
1260,5353,4381
1318,5241,4348
1304,5302,4320
1316,5287,4447
1299,5314,4362
1269,5202,4361
1234,4736,4327
1253,5232,4317
1219,5165,4314
1255,5153,4477
1296,4976,4443
1299,5052,4424
1106,4992,4365
1218,5256,4326
1243,5325,4443
1361,5328,4309
1248,5324,4433
1215,5191,4326
1259,5302,4462
1245,5259,4337
1263,5332,4447
1249,5248,4338
1313,5299,4366
1281,4786,4544
1244,5230,4359
1246,5246,4441
1237,5267,4346
1324,4870,4445
1318,5098,4446
1213,5219,4457
1247,5306,4339
1301,5167,4393
1245,4852,4339
1311,5400,4465
1234,5218,4459
1322,5305,4536
1288,5174,4332
1272,5364,4467
1243,4702,4851
2756,5199,4407
1306,4871,4593
1308,4778,4389
1308,4834,4586
1279,4861,4561
1214,4794,4407
1283,4822,4366
1293,4832,4407
1220,6038,7085
1318,4830,4485
1275,4777,4572
1313,4859,4531
1308,4917,4496
1295,4810,4316
1274,4668,4357
1309,4739,8857
1270,4800,4531
1311,4723,4335
1309,4751,4322
2058,8679,7044
1303,4753,4372
1310,4783,4370
1344,4830,4502
1290,4792,4572
1253,4859,4575
1318,4808,4307
1313,4700,4355
1244,4733,4316
1269,4746,4309
1329,4854,4485
1306,4823,4350
1308,4767,4326
1264,4884,4401
1223,4804,4313
1241,4752,4365
1262,4849,4418
1317,4893,4387
1327,4877,4480
1248,4782,4389
1291,5183,4346
1245,5233,4475
1288,5225,4418
1260,5248,4419
1323,5156,4326
1247,5204,4367
1262,5165,4335
1299,5359,4446
1245,5264,4329
1327,5262,4344
1235,5311,4520
1287,4863,4569
1299,5024,4342
1242,5276,4324
1324,4727,4350
1245,5292,4369
1304,5270,4355
1223,5272,4446
1333,5636,4581
1244,5437,4373
1271,5232,4393
1315,5297,4445
1250,5248,4317
1255,5362,4335
1312,5113,4406
1282,5164,4351
1311,5227,4409
1303,5222,4373
1274,5299,4359
1335,4962,4342
1245,5346,4445
1253,5232,4399
1323,5074,4349
1238,4731,4354
1254,5242,4452
1317,5225,4392
1305,5105,4498
1295,5037,4384
1310,5345,4411
1258,5273,4342
1311,5313,4353
1247,5163,4332
1257,5305,4344
1268,5180,4324
1244,5294,4334
1315,5197,4335
1244,5342,4428
1243,5314,4363
1309,5193,4346
1244,5286,4388
1256,5250,4467
1213,5139,4510
1258,5308,4450
1291,5096,4390
1307,4934,4600
1282,5103,4362
1243,5307,4453
1332,5137,4432
1257,5312,4427
1311,5165,4338
1246,5223,4486
1297,5215,4358
1264,5256,4422
1312,5180,4537
1320,5250,4459
1270,5196,4346
1310,5311,4365
1303,5215,4350
1206,5194,4471
1244,5263,4281
1298,5095,4476
1329,5241,4472
1269,5123,4495
1338,5136,4461
1259,5109,4460
1301,4805,4563
1256,5233,4306
1266,5178,4301
1306,5287,4435
1253,5218,4426
1243,5274,4476
1236,5211,4396
1320,5226,4370
1212,5106,4497
1291,5052,4464
1248,5244,4359
1329,5364,4462
1277,5219,4344
1245,5292,4356
1222,5174,4424
1244,5291,4356
1289,5163,4347
1224,5310,4372
1325,5183,4324
1305,5311,4321
1298,5126,4390
1247,4778,4322
1259,5283,4328
1318,5339,4340
1211,5191,4376
1248,5219,4430
1318,5151,4348
1280,5226,4310
1223,5263,4454
1329,5221,4464
1267,5144,4359
1323,5262,4471
1235,5266,4347
1252,4729,4332
1244,5258,4352
1332,5245,4327
1296,5251,4451
1308,5514,4404
1234,5248,4447
1299,5247,4407
1245,5218,4468
1312,5153,4356
1268,4687,4322
1265,5282,4323
1243,5314,4536
1248,4726,4334
1305,5264,4436
1259,5260,4433
1324,5191,4360
1251,5152,4452
1273,5225,4334
1296,5280,4503
1307,5221,4364
1300,4755,4356
1312,4931,4614
1279,5291,4424
1325,4834,4526
1330,5238,4468
1270,5061,4494
1317,5236,4316
1210,5509,6503
1422,6819,6878
1333,5076,4457
1289,4841,4532
1227,5008,4439
1308,5332,4498
1264,5185,4354
1268,5340,4502
1248,4777,4350
1312,5165,4532
1297,5179,4367
1245,5328,4459
1232,5100,4388
1301,5218,4513
1218,5210,4349
1315,5280,4332
1314,5213,4394
1266,4971,4448
1272,5275,4422
1266,4744,4308
1244,5085,4497
1273,5232,4451
1244,5222,4352
1282,5343,4310
1213,4737,4344
1319,5072,4361
1243,4954,4459
1270,5200,4310
1295,5264,4331
1245,5269,4342
1206,5171,4483
1250,4945,4444
1300,5253,4379
1272,5184,4323
1329,5232,4456
1280,5176,4489
1325,5282,4387
1245,4999,4362
1259,4962,4353
1243,5203,4475
1317,5230,4641
1234,5330,4326
1244,5336,4440
1218,4827,4329
1279,5175,4395
1238,5337,4402
1243,5240,4359
1305,5310,4336
1249,5224,4367
1307,5168,4370
1318,5243,4383
1251,5239,4354
1245,5322,4346
1324,5268,4383
1304,5106,4426
1250,4812,4393
1244,5246,4324
1252,4778,4340
1243,5242,4359
1280,5208,4391
1209,5176,4360
1247,5277,4490
1244,5213,4313
1300,5207,4321
1260,5277,4419
1300,4734,4333
1294,5003,4464
1278,4715,4364
1256,5165,4350
1236,5169,4416
1286,5234,4335
1313,5312,4430
1301,5347,4410
1311,5309,4367
1313,5241,4432
1334,5224,4346
1272,5264,4478
1325,5241,4336
1290,5287,4461
1246,5276,4316
1244,5264,4362
1246,5201,4308
1316,5219,4337
1221,5222,4315
1244,5289,4348
1303,5171,4382
1259,5231,4331
1245,5221,4343
1245,4784,4367
1324,5320,4409
1311,5200,4350
1280,5287,4476
1290,5544,4378
1308,5280,4376
1318,5233,4384
1259,5304,4414
1307,5065,4556
1329,5306,4405
1293,5141,4396
1251,5229,4327
1313,5275,4443
1260,4655,4327
1243,5282,4420
1224,5229,4337
1220,5305,4473
1256,5227,4364
1307,5302,4442
1246,5322,4361
1308,5331,4332
1322,4843,4342
1326,5013,4385
1290,5018,4460
1269,5183,4575
1279,4867,4357
1317,7359,4310
1307,4943,4304
1297,4790,4316
1300,5157,4516
1332,4691,4369
1317,4768,4337
1310,5135,4368
1213,5164,4469
1309,5234,4454
1286,5172,4368
1192,5224,4392
1319,5261,4351
1304,5177,4315
1230,5313,4395
1274,4797,4407
1243,5153,4332
1312,5256,4316
1236,5163,4333
1272,5185,4324
1265,5125,4357
1318,5278,4309
1310,5174,4382
1266,5118,4340
1213,5090,4402
1300,5122,4312
1243,5218,4492
1269,4732,4362
1311,5217,4355
1040,5242,4401
1282,5255,4472
1327,5179,4370
1245,5178,4509
1313,5191,4314
1282,5286,4457
1308,5215,4512
1227,5251,4443
1307,5083,4412
1248,4885,4422
1398,4779,4349
1254,5229,4323
1266,5269,4355
1243,5247,4372
1296,5315,4429
1307,5359,4476
1233,5178,4424
1261,5357,4447
1235,5152,4335
1307,5301,4456
1216,5197,4337
1288,5334,4440
1316,5205,4462
1257,5260,4364
1243,5204,4398
1277,5273,4302
1308,5289,4343
1277,5280,4368
1249,5330,4336
1233,5420,4342
1248,4808,4395
1244,5233,4452
1297,5225,4339
1257,5217,4351
1452,4817,4431
1317,5564,4438
1301,4874,4557
1293,4849,4304
1310,4908,4764
1248,4811,4317
1311,4905,4344
1326,5256,4331
1315,5257,4367
1236,5330,4382
1325,5205,4452
1258,5287,4337
1279,5208,4424
1257,5258,4336
1307,5304,4329
1243,5342,4431
1314,5331,4344
1315,4985,4433
1260,5235,4344
1297,5213,4424
1254,5254,4329
1245,5282,4329
1227,5156,4307
1243,5293,4317
1303,5197,4324
1269,5282,4344
1246,5265,4354
1324,5323,4316
1245,5227,5519
1264,5208,4360
1320,5267,4321
1224,5153,4325
1216,4814,4371
1281,5161,4384
1320,5085,4464
1267,5170,4336
1316,5045,4396
1307,5279,4519
1308,5186,4455
1256,5175,4340
1264,5093,4392
1245,5252,4345
1247,5200,4490
1210,5231,4316
1286,5146,4512
1328,5210,4336
1274,5135,4471
1257,4764,4388
1285,4714,4319
1230,4993,4398
1266,5239,4452
1244,5259,4348
1308,5202,4352
1279,5271,4482
1307,5144,4340
1317,5213,4453
1247,5143,4553
1262,4817,4345
1308,5181,4475
1249,4782,4342
1311,5278,4357
1312,5232,4466
1266,5270,4465
1328,5220,4457
1258,5143,5302
1292,5029,4570
1092,4812,4468
1101,5977,4367
1255,5214,4343
1306,5160,4430
1294,5220,4368
1316,5310,4321
1267,5168,4349
1316,5197,4374
1246,5142,4354
1262,5251,4318
1245,5314,4370
1219,5159,4336
1267,5232,4480
1260,5214,4321
1205,4777,4322
1245,5237,4352
1226,5268,4347
1246,5317,4339
1333,5207,4352
1244,5197,4324
1325,5256,4439
1273,5302,4337
1252,5263,4469
1307,4927,4625
1223,5255,4400
1311,5357,4322
1240,5016,4399
1232,5322,4347
1249,5268,4348
1308,5297,4311
1211,5299,4456
1323,5230,4317
1252,5250,4415
1265,5267,4316
1269,5306,4325
1244,4748,4318
1297,4851,4495
1281,5035,4372
1225,5092,4347
1305,4983,4325
1302,5301,4337
1253,5199,4423
1313,5275,4348
1244,5229,4387
1246,5235,4345
1204,5166,4346
1247,4819,4338
1207,5180,4438
1307,5218,4421
1243,5234,4479
1269,5267,4453
1272,5091,4565
1292,4685,4307
1257,5108,4380
1308,5244,4352
1249,5240,4455
1315,5099,4500
1272,5205,4343
1243,5133,4503
1264,5214,4459
1283,5228,4311
1245,5207,4309
1289,5179,4389
1214,5280,4460
