DebayerTime,fMapTime,iMapTime
1245,5018,4708
1218,4832,4519
1296,4895,4878
1501,4842,4451
1216,4735,4975
1242,5073,4443
1284,4935,4980
1297,5057,4454
1240,4853,4847
1289,5055,4525
1240,4865,4485
1251,5054,4530
1248,5258,4469
1242,4800,4478
1201,4993,4522
1263,4847,4518
1243,4702,4778
1161,4780,4475
1241,4833,4790
1230,4803,4507
1074,4858,4894
1429,4854,4455
1294,4788,4708
1262,4869,4628
1312,4844,4396
1241,4987,4712
1213,4723,4687
1245,5015,4692
1261,4896,4611
1220,4903,4669
1246,4809,4638
1218,4836,4805
1173,4855,4630
1222,4815,4404
1246,5081,4627
1266,4701,4698
1280,4963,4616
1202,4730,4668
1244,4981,4666
1243,4861,4607
1225,4746,4833
1262,4827,4654
1176,4740,4811
1346,4805,4680
1270,4689,5209
1254,4905,4633
1207,4747,4706
1242,4938,4682
1242,4804,4682
1245,4899,4623
1260,4807,4645
1202,4641,4799
1297,4860,4634
1240,5649,5136
1296,4676,4344
1264,5013,4451
1232,4817,4623
1207,4859,4531
1198,4729,4482
1253,5089,4551
1283,4906,4460
1255,4791,4736
1277,4821,4512
1206,4735,4751
1246,4875,4481
1063,4654,4847
1272,4818,4444
1242,4672,4714
1335,5140,4432
1258,4823,4913
1289,5097,4475
1239,4756,4473
1218,5019,4535
1220,4770,4492
1240,5065,4558
1245,4857,4345
1294,5110,4500
1235,4858,4830
1241,4906,4518
1242,4705,4732
1231,5057,4621
1264,4779,4635
1198,4864,4727
1249,4835,4646
1253,4955,4694
1231,4764,4631
1242,4768,4745
1242,4930,4994
1172,4784,5099
1317,4837,4951
1244,4773,5018
1296,4873,4456
1293,4848,4477
1230,4827,4512
1203,4763,4432
1249,4905,4477
1303,5443,4376
1212,4920,4672
1225,4796,4641
1311,4925,4692
1223,4772,4591
1241,4941,4683
1212,4887,4617
1218,4875,4738
1246,4814,4613
1239,4992,4682
1245,4729,4697
1240,4726,4800
1224,4882,4629
1306,4705,4751
1109,5373,4547
1209,4785,5109
1297,4799,4677
1262,4698,5149
1299,4900,4640
1250,4776,5028
1208,4988,4648
1298,4872,4519
1262,5052,4672
1308,4711,4690
1240,4990,4687
1245,4681,4635
1251,4938,4651
1241,4891,4566
1242,5019,4665
1250,4844,4648
1245,4923,4683
1251,4745,4665
1254,4887,4740
1207,4736,4766
1244,4748,5141
1050,4806,4910
1238,4733,5022
1046,4709,4987
1202,4722,5116
1133,4804,4929
1256,4752,5057
1323,4864,4936
1214,4754,4345
1307,4928,4834
1244,4736,4928
1240,4906,4990
1243,4891,4925
1252,4883,4948
1208,4826,4922
1198,4923,4907
1247,4747,4917
1207,4875,4993
1242,4884,5003
1225,4883,4936
1254,4823,4954
1253,4924,4971
1220,4809,4920
1211,4888,4980
1244,4893,4972
1027,4813,4981
1260,4904,4897
1242,4881,4989
1266,4849,4939
1314,4722,4342
1303,4911,4881
1241,4796,4918
1241,4941,5039
1242,4772,5067
1291,4902,4947
1232,4787,5520
1238,4838,4926
1237,4685,4949
1297,5008,4926
1232,4687,4950
1237,4917,4978
1241,4846,4938
1258,4879,4952
1245,4858,4927
1231,4926,4442
1243,4759,4441
1127,4806,4502
1255,4832,4470
1254,4705,4755
1450,4851,4442
1240,5300,4492
1219,5144,4900
1242,4737,5420
1376,4685,4939
1257,4812,5221
1224,4787,4931
1242,4798,5143
1101,4746,4445
1227,4699,4536
1353,5182,4455
1221,4705,4613
1205,5016,4449
1234,4741,4959
1241,4935,4954
1258,4825,4965
1242,4960,5018
1255,4761,4901
1242,4893,4963
1219,4850,5025
1038,4884,4935
1257,4804,4920
1249,4698,4378
1256,4982,4861
1241,4743,4965
1236,4883,4996
1197,4749,5560
1213,4873,4472
1243,4766,4448
1245,4986,4547
1243,4785,4519
1240,4903,4500
1223,4856,4462
1248,4849,4721
1266,4819,9217
1302,4939,4519
1279,4727,4468
1292,4916,4533
1244,4796,4521
1291,4978,4541
1235,4803,4467
1205,4794,4714
1074,4778,4637
1236,4885,4354
1324,4955,4574
1238,4703,4703
1242,4985,4667
1242,4857,4666
1216,5040,4678
1242,4783,4616
1307,5029,4688
1243,4899,4648
1201,4969,4682
1214,4784,4635
1264,5038,4660
1241,4797,4671
1210,4696,4745
1270,4779,4616
1270,4661,4822
1286,5360,4621
1241,4722,5050
1235,4839,4468
1214,4774,4518
1301,4885,4510
1259,4684,4315
1277,4939,4476
1287,4927,4848
1284,4913,4551
1295,4937,4649
1303,4936,4506
1240,4790,4465
1247,4839,4536
1243,4924,4709
1247,4907,4431
1243,4762,4452
1264,5098,4485
1230,4792,4514
1221,4702,4847
1221,4822,4467
1257,4845,4854
1416,5052,4477
1272,4864,4842
1245,4808,4509
1211,4734,4717
1312,5103,4443
1338,5323,4361
1291,5055,4464
1228,4831,4510
1242,5060,4544
1207,4826,4449
1242,5017,4478
1226,4784,4491
1207,5221,4542
1247,5142,4687
1241,4782,4763
1470,4873,4546
1286,4841,5014
1301,4967,4448
1288,4898,5026
1256,4830,4468
1240,4792,4827
1225,5027,4458
1222,4694,4871
1240,5068,4491
1208,4678,4766
1213,5066,4443
1268,4844,4512
1254,4878,4448
1201,4736,4515
1241,4903,4519
1216,4773,4494
1205,4905,4516
1244,4711,4774
1230,4733,4593
1090,4750,4671
1224,4768,4811
1258,5144,4732
1269,4761,5060
1292,4727,4641
1242,4945,5076
1313,4721,4756
1173,4823,5094
1191,4909,4689
1240,4842,4709
1258,5052,4626
1259,4871,4619
1198,5284,4386
1258,4820,4456
1312,4960,4642
1290,4813,5172
1243,4916,4484
1216,4930,4489
1357,5018,4542
1241,4845,4444
1254,5019,4496
1244,4822,4481
1145,4866,4725
1253,4813,4507
1278,4975,4695
1188,4806,4561
1202,4760,4790
1447,5042,4418
1290,4875,5004
1387,4750,4506
1221,4722,4744
1311,5151,4447
1247,4766,4618
1241,5092,4475
1206,4697,4322
1337,5066,4415
1234,4676,4899
1295,5169,4541
1286,4889,5026
1369,4774,4459
1196,4715,4762
1398,5140,4471
1246,4714,4935
1256,5030,4466
1206,4738,4517
1012,5002,4475
1242,4734,4441
1288,5297,4461
1254,4803,4523
1301,4944,4719
1208,4810,4430
1294,4864,4912
1293,4774,4481
1256,4751,4940
1497,4975,4531
1187,5500,4466
1243,5003,4647
1231,4999,4644
1242,4952,4622
1242,4821,4641
1229,4987,4672
1257,4753,4648
1240,4918,4615
1243,4908,4679
1241,4880,4713
1245,4821,4653
1234,4747,4775
1269,4830,4591
999,4656,4789
1364,4808,4669
1261,4732,4806
1292,5139,4537
1223,4758,5032
1284,4726,4631
1232,4749,5206
1289,4990,4625
1317,4973,4442
1219,4949,4662
1279,4702,4620
1209,5004,4710
1208,4854,4666
1255,5111,4623
1258,4844,4593
1294,4911,4806
1263,4791,4744
1247,4761,4746
1334,5165,4469
1233,4793,4903
1335,4727,4491
1246,4653,4793
1070,5255,4521
1220,4706,4521
1228,5067,4461
1213,4780,4475
1207,4884,4523
1213,4874,4506
1218,4788,4604
1258,4876,4321
1261,4927,4446
1241,4736,4493
1307,4653,4319
1239,4849,4463
1244,4770,4428
1242,4946,4513
1206,4777,4522
1257,4894,4494
1245,4809,4506
1197,4863,4457
1245,4856,4463
1298,4739,4512
1270,4763,4545
1220,4735,4779
1409,4840,4541
1092,4745,4981
1241,5139,4489
1240,4754,4615
1259,5073,4527
1229,4739,4440
1273,4864,4347
1311,4980,4410
1251,4726,4467
1219,4965,4463
1290,4968,4542
1284,5094,4496
1299,4871,4682
1302,4985,4621
1213,4788,4509
1294,4913,4866
1269,4854,4455
1286,5355,4921
1276,4924,4999
1350,6532,4549
1220,4717,4957
1194,4910,4938
1254,4771,4468
1214,5361,4453
1207,4711,4457
1216,4853,4503
1244,4811,4439
1400,4955,4338
1281,4794,5127
1287,5097,4909
1305,4788,5165
1289,4854,4931
1267,4828,5059
1240,4979,4913
1307,4929,4905
1288,5029,4992
1305,4866,4957
1243,4899,4948
1241,4717,4957
1246,4950,4906
1260,4817,4941
1209,4910,5001
1241,4793,4983
1231,4959,4955
1240,4767,4959
1231,4868,4951
1031,4676,4957
1243,4713,5092
1253,4835,4522
1292,4989,4965
1217,4730,4901
1259,4911,4919
1206,4805,4444
1252,5144,4490
1314,4878,4546
1241,5514,4522
1241,4771,4462
1254,5070,4471
1260,4781,4483
1189,4859,4543
1226,4772,4461
1241,4722,4579
1176,5001,4435
1241,4701,4834
1110,4711,4652
1254,4670,4768
1325,4778,4615
1238,4800,5135
1257,4833,4660
1304,4863,4571
1243,4832,4661
1244,4800,4722
1260,5004,4648
1243,4782,4630
1240,4989,4647
1244,4816,4620
1239,4903,4647
1247,4744,4602
1241,4963,4718
1250,4865,4643
1242,4750,4812
1124,4804,4461
1284,4681,4972
1396,4889,4444
1292,4943,4981
1327,4776,4491
1260,4669,4925
1366,4822,4459
1268,4808,4889
1380,4881,4530
1245,4752,4317
1310,5041,4478
1244,4713,4796
1147,4993,4697
1244,4875,4823
1238,4915,4481
1091,4839,4639
1234,4863,4517
1245,4801,4504
1240,4866,4546
1258,5225,4539
1240,4882,4808
1467,4850,4512
1243,4773,4927
1376,4838,4465
1290,4810,4852
1203,4798,4513
1242,4717,4710
1301,5235,4641
1206,4719,4893
1200,5051,4464
1248,5340,4452
1243,5113,4447
1252,4764,4864
1248,5025,4532
1243,4738,4834
1215,5061,4469
1211,4692,4480
1053,5039,4475
1214,4729,4461
1202,5136,4546
1199,4954,4495
1286,4802,4578
1177,4867,4417
1216,4647,4551
1256,5017,4498
1245,4829,4764
1237,4871,4501
1204,4781,4734
1203,4967,4499
1207,4762,4510
1218,4921,4530
1260,4839,4424
1270,4970,4452
1240,4686,4694
1208,4971,4530
1253,4858,4476
1241,4994,4475
1218,4775,4430
1298,5261,4479
1247,4756,4507
1204,5131,4543
1242,4799,4514
1240,5143,4460
1259,4797,4464
1257,5073,4516
1269,4814,4527
1242,4732,4712
1256,4822,4533
1277,4841,4897
1426,4837,4480
1253,4800,4931
1307,4727,4548
1292,4728,4363
1302,4992,4464
1207,4725,4521
1247,5004,4472
1225,4698,4436
1297,5011,4742
1247,4779,4490
1202,4760,4597
1182,4821,4456
1240,4719,4549
1078,4806,4626
1242,4763,4869
1394,4903,4629
1272,4650,5219
1283,5050,4651
1292,4876,4648
1220,5042,4663
1242,4871,4687
1256,5485,4662
1243,4801,4635
1245,4950,4718
1211,4737,4335
1328,5054,4559
1220,4710,4674
1242,5014,4689
1242,4837,4785
1271,4901,4557
1294,5073,4594
1264,4789,4446
1211,4783,4518
1244,4844,4948
1241,5119,4484
1261,4808,4464
1066,5040,4477
1260,4854,4481
1246,4757,4697
1241,4836,4513
1241,4805,4834
1223,4847,4494
1254,4686,4933
1343,4802,4461
1245,4702,4695
1237,4779,4750
1245,4825,4443
1246,4666,4759
1048,4725,4462
1249,4783,4829
1239,4871,4436
1262,4812,4869
1225,4794,4498
1206,4814,4775
1428,4855,4527
1207,4768,4954
1305,4893,4535
1242,4848,4915
1317,4990,4488
1227,4696,4535
1241,5040,4467
1241,4827,4443
1199,5068,4511
1253,4747,4453
1210,5112,4482
1242,4851,4508
1246,4865,4470
1242,4929,4629
1255,4795,4617
1241,4976,4608
1227,4754,4654
1242,5084,4677
1247,4850,4620
1208,4945,4628
1263,4968,4653
1218,4830,4749
1241,4791,4655
1239,4786,4750
1315,5152,4616
1221,4720,5004
1238,4842,4664
1115,4809,4990
1239,4892,4651
1288,4775,5025
1240,5014,4624
1258,5000,4477
1265,4903,4519
1222,4807,4448
1242,5038,4894
1262,4730,4908
1222,4914,4977
1231,4845,4977
1253,4928,4909
1216,4736,4922
1224,4820,5005
1266,4776,5299
1240,4975,4531
1244,4920,4441
1291,4940,4668
1227,4746,4544
1239,4781,4811
1470,4895,4514
1287,4787,4936
1251,4796,4453
1204,4734,4872
1287,5112,4435
1240,4735,4838
1243,5068,4463
1315,4807,4319
1265,5150,4416
1241,4752,4842
1202,5018,4484
1200,4742,4490
1299,5152,4464
1275,4853,4480
1257,4770,4714
1226,4821,4476
1242,4722,4819
1449,4876,4531
1243,4780,4980
1375,4768,4454
1240,4768,4706
1391,5089,4519
1251,4775,4930
1263,4897,4475
1240,4807,4613
1032,4979,4489
1231,4777,4460
1293,5259,4471
1208,5213,4409
1241,5139,4510
1257,4783,4909
1292,5065,4486
1202,4787,4578
1278,5222,4669
1210,5975,5764
1212,6207,6219
1033,5077,4487
1243,4846,4466
1241,4816,4569
1068,4792,4442
1242,4830,4714
1294,4919,4475
1255,4779,4464
1222,4770,4520
1217,4853,4652
1248,5050,4627
1257,4799,4505
1200,4979,4705
1289,4964,4461
1317,4843,4537
1212,4878,4509
1288,4826,4416
1242,4954,4518
1294,5008,4684
1257,4890,4436
1255,4774,4448
1241,4824,4538
1245,4780,4450
1240,4775,4775
1268,4798,4452
1259,4715,4560
1455,4769,4476
1240,4780,4710
1288,4828,4462
1242,4821,4630
1246,4931,4466
1315,4720,4525
1242,5162,4545
1254,4844,4542
1290,5259,4498
1244,5057,4395
1266,5050,4967
1265,5090,5400
1242,4930,4955
1230,4773,4962
1240,4869,4982
1241,4831,4432
1240,4884,4514
1220,4814,4501
1300,4960,4543
1202,4809,4437
1271,4807,4625
1241,4735,4489
1289,4865,4588
1309,4904,4427
1048,4684,4675
1211,5324,4446
1233,4685,4450
1228,4897,4464
1243,4720,4441
1288,4948,4516
1265,4811,4514
1242,4938,4436
1242,4707,4448
1243,5023,4437
1256,4811,4430
1196,4885,4514
1241,4846,4434
1222,4822,4521
1225,4731,4464
1248,4863,4520
1261,4790,4524
1309,4858,4595
1257,4826,4505
1263,4846,4509
1264,5151,4654
1297,4904,4724
1248,4907,4452
1088,4798,4447
1241,4941,4493
1292,5009,4545
1228,4915,4470
1245,5126,4324
1249,4878,4462
1209,4782,4440
1239,4876,4477
1243,4863,4445
1229,4916,4461
1296,4725,4371
1229,4822,4488
1240,4810,4828
1259,5023,4485
1205,4730,4520
1314,4963,4958
1246,4720,4951
1300,5026,4687
1232,4911,4619
1203,4892,4658
1246,4903,4638
1251,4974,4720
1040,4837,4597
1219,4744,4799
1225,4774,4672
1227,4733,4350
1269,4997,4565
1254,4851,5083
1242,5077,4610
1218,4715,5088
1211,4870,4658
1247,4735,4673
1255,5054,4647
1262,4825,4614
1267,4903,4796
1273,4802,4665
1242,4821,4830
1262,5243,4614
1257,4732,4621
1241,4855,4530
1211,4809,4424
1243,4940,4507
1246,4743,4448
1256,4896,4537
1250,4775,4515
1208,4829,4808
1327,4798,4499
1205,5048,4939
1204,4727,5450
1280,4711,4912
1242,4841,5114
1241,4874,4946
1241,4901,5173
1271,4797,4924
1228,4759,4919
1242,4933,5020
1252,4838,4927
1231,4864,4950
1263,4755,4486
1233,4746,4558
1247,4831,4633
1242,4690,5094
1180,4805,4894
1252,4825,4994
1339,4831,4647
1298,4903,5078
1247,5014,4930
1217,4785,4406
1105,5053,4650
1251,4776,4512
1241,4849,4531
1228,4729,4424
1231,4978,4486
1330,4926,4666
1266,5036,4723
1245,4761,4469
1199,5094,4567
1264,4746,4513
1254,4834,4755
1196,4680,4500
1227,4694,4754
1429,4844,4481
1214,4724,4944
1200,5078,4479
1250,4882,4465
1308,5076,4491
1209,4764,4431
1246,5001,4546
1244,5233,4368
1207,5105,4482
1242,4796,4914
1123,4956,4472
1280,4946,5005
1305,4906,4526
1294,4919,5041
1349,4885,4465
1204,4783,4811
1249,5051,4481
1243,4757,4862
1259,5080,4457
1245,4836,4607
1270,5100,4501
1191,4805,4553
1268,5116,4472
1187,4811,4474
1306,4977,4666
1225,4823,4466
1236,4856,4731
1226,4855,4441
1252,4778,4352
1265,5054,4459
1218,4689,4620
1241,5099,4440
1247,4755,4547
1201,5133,4522
1247,4642,4359
1250,4900,4353
1270,4824,4326
1246,4762,4331
1267,4877,4580
1244,4697,4363
1319,5028,4408
1288,4887,5034
1317,4867,4465
1287,4883,4996
1241,5027,4464
1249,4767,4893
1289,5088,4450
1242,4772,4595
1242,5073,4528
1250,4696,4361
1273,4987,4407
1255,4835,4780
1241,5059,4455
1222,4749,4485
1193,5051,4459
1233,4793,4460
1243,5125,4485
1208,4775,4939
1215,4892,4947
1301,4860,4348
1282,5108,4628
1258,4765,4443
1237,4873,4424
1225,4827,4442
1244,4906,4533
1247,4737,4471
1242,4907,4491
1243,4798,4414
1242,4727,4583
1210,4841,4440
1245,4673,4365
1229,4866,4905
1242,4801,4571
1256,4875,4458
1209,4718,4430
1289,4973,4546
1242,4783,4442
1241,4981,4789
1252,4745,4674
1249,4766,4835
1288,4753,4634
1207,4709,4838
1214,5170,4942
1248,4717,5188
1277,4683,4922
1214,4759,5021
1208,4837,4551
1220,4785,4519
1240,4853,4515
1282,4851,4458
1254,4706,4583
1317,5123,4439
1307,5027,4458
1283,4864,4437
1244,5071,4455
1254,4749,4508
1228,4894,5035
1227,4741,4470
1243,4791,4607
1268,4892,4446
1240,4810,4737
1489,4880,4445
1321,4808,4362
1249,4755,4768
1252,4830,4465
1250,4699,4786
1433,4852,4520
1207,4764,4950
1312,4937,4463
1254,4733,4924
1312,4857,4442
1199,4724,4518
1260,4703,4338
1290,5095,4432
1240,4807,4624
1287,5176,4502
1242,4726,4498
1240,5108,4458
1266,4779,4463
1257,4927,4715
1115,4736,4445
1243,4801,4731
1286,4823,4956
1214,4838,5052
1361,4787,4961
1250,4732,5021
1282,4855,4970
1256,4778,5007
1248,5061,4743
1231,4698,4470
1243,4910,4506
1243,4769,4506
1242,5054,4473
1250,4687,4584
1254,5089,4489
1286,4954,4916
1382,4940,4476
1232,4800,4722
1357,5171,4525
1241,4767,4631
1256,5019,4487
1216,4749,4539
1234,4812,4697
1064,4853,4950
1203,4661,5277
1198,4803,4965
1251,4726,5037
1238,4909,4929
1216,4661,5184
1330,4922,4985
1242,4761,5061
1293,4917,4912
1202,4712,5207
1247,4861,4992
1310,4966,4505
1255,5033,4880
1225,4822,4937
1243,4838,4918
1244,4715,4919
1215,4971,5046
1245,4790,4968
1239,4758,5297
1212,4703,4924
1229,4743,5080
1264,4753,4934
1241,4774,4700
1254,4843,4447
1034,4870,4857
1318,4872,4448
1261,4752,4676
1079,4836,4494
1258,4839,4473
1241,5384,4494
1233,4782,4491
1300,4873,4514
1251,5211,4395
1286,5042,5001
1204,4834,5146
1259,4857,4907
1265,4797,4893
1291,5039,5049
1239,4779,4953
1229,4829,4894
1243,4759,4927
1243,5106,4906
1256,4703,4430
1241,4913,4527
1241,4918,4456
1246,4947,4554
1107,4819,4489
1202,4711,4730
1401,4888,4470
1258,4721,4977
1185,4965,4468
1243,4712,4933
1235,4861,4787
1254,4701,4330
1320,5157,4783
1243,4700,5328
1300,5255,4461
1214,4699,4987
1380,4685,4464
1234,4758,4786
1420,5107,4455
1214,4728,4930
1244,5089,4477
1242,4838,4518
1237,5153,4476
1244,4881,4478
1306,5105,4475
1310,4819,4487
1289,5244,4459
1244,4871,4471
1219,4720,4735
1285,4795,4507
1243,4797,4720
1329,5163,4535
1224,4711,4339
1268,5023,4420
1246,4714,4964
1285,4852,4485
1064,4740,4719
1215,5039,4457
1241,4732,4969
1373,4745,4447
1258,4730,4936
1316,4933,4623
1279,5089,4487
1259,4779,4642
1261,4946,4503
1240,4724,4520
1241,5255,4446
1225,4762,4442
1216,4991,4489
1243,4776,4437
1285,5244,4497
1231,4810,4485
1210,5034,4533
1255,4682,4336
1294,5065,4422
1257,4680,4914
1290,5120,4453
1272,4858,5017
1391,4745,4447
1258,4797,4959
1079,5058,4463
1135,4703,5164
1212,5013,4640
1202,4793,4461
1280,4875,4496
1260,4852,4476
1242,4918,4499
1206,4778,4436
1240,4962,4478
1260,4773,4529
1243,4793,4783
1241,4818,4667
1197,4735,4796
1258,5192,4635
1268,4831,4447
1234,4993,4646
1259,4733,4719
1215,4899,4623
1224,4865,4611
1219,4957,4730
1238,4887,4642
1205,4726,4735
1245,4884,4635
1243,4679,4842
1264,5182,4595
1218,5048,4884
1246,4954,4716
1231,4882,4649
1246,5130,4624
1224,4804,4632
1302,5058,4668
1248,4722,4598
1204,4989,4660
1244,5051,4631
1248,4943,4683
1321,4834,4519
1225,4922,4673
1298,4687,5121
1285,4928,4610
1241,4732,4563
1240,5021,4644
1259,4868,4471
1254,4915,4458
1229,4783,4464
1251,5185,4651
1254,4807,4481
1200,4796,4721
1352,4757,4476
1253,4736,4799
1213,4786,4423
1288,4857,4999
1411,4702,4468
1242,4658,4975
1304,5160,4427
1062,4792,4605
1291,5134,4535
1258,4732,4348
1312,5057,4472
1202,4764,4572
1243,5089,4467
1227,4732,4515
1305,5121,4445
1241,4831,4450
1243,5447,4514
1256,4940,4517
1232,5010,4497
1175,4805,4462
1240,4660,4795
1318,4888,4642
1229,4744,5018
1258,4923,4630
1258,4735,5197
1239,4946,4635
1213,4743,5119
1251,4987,4645
1331,4870,4330
1305,5417,4654
1252,4690,5033
1338,4803,4466
1222,4746,4471
1252,5049,4657
1222,4678,4471
1243,5082,4561
1241,5013,4452
1280,5081,4712
1254,4774,4473
1241,5126,4545
1244,4750,4514
1224,4725,4707
1460,4857,4538
1219,4764,4924
1371,4696,4506
1244,4770,4942
1350,4833,4458
1250,4771,4779
1285,5209,4472
1224,4784,4330
1252,5086,4515
1288,4977,4963
1390,4808,4474
1220,4699,4802
1400,5090,4511
1243,4938,4969
1255,5058,4534
1242,4761,4638
1240,5069,4536
1242,4811,4463
1241,4894,4530
1244,4881,4648
1240,4656,4777
1245,4923,4584
1242,4788,4886
1356,4799,4630
1228,4651,5123
1246,4895,4616
1240,4747,5177
1232,4822,4571
1301,4837,4529
1266,5040,4665
1241,4803,4555
1218,4902,4447
1242,4768,4449
1210,4917,4520
1209,4723,4517
1217,4857,4565
1244,4811,4477
1242,4788,4777
1304,5211,4466
1236,4703,4579
1290,5109,4512
1228,4765,4422
1240,5103,4535
1205,4692,4930
1241,4916,4966
1245,4768,4966
1209,5107,5016
1264,4713,4973
1259,5106,4945
1315,4744,4316
1241,5061,4909
1251,4685,5320
1203,4981,4976
1253,4840,5363
1242,5034,4959
1218,4874,5233
1207,4851,4934
1254,4831,4950
1226,4840,4970
1205,4814,4980
1243,4960,4910
1252,4712,4907
1209,4918,5019
1246,4773,4967
1246,5136,4651
1229,4896,4470
1038,5144,4482
1242,4866,4537
1289,4808,4413
1211,5079,4428
1214,5121,4354
1243,4995,4444
1266,4726,4434
1199,4898,4531
1245,4782,4425
1228,4860,4545
1244,4880,4489
1305,4988,4537
1224,4765,4450
1291,4981,4826
1289,4800,4567
1246,4901,4523
1288,4898,4531
1244,4860,4498
1250,4899,4437
1243,4960,4471
1214,4772,4517
1240,5298,4484
1248,4782,4504
1180,5000,4458
1245,4819,4438
1306,4805,4356
1221,4898,4427
1288,4932,4517
1221,4847,4533
1243,4825,4485
1259,4794,4524
1205,5208,4419
1244,4947,4543
1241,4763,4466
1258,4820,4483
1259,4831,4441
1255,4755,4600
1098,4787,4521
1202,4663,4658
1263,4928,4425
1242,5065,4584
1329,4848,4518
1266,4864,4504
1270,4846,4525
1243,4924,4550
1242,4852,4490
1229,4723,4431
1310,4968,4413
1246,4725,4582
1225,5041,4503
1244,4799,4652
1243,5153,4489
1226,4786,4527
1241,5018,4473
1234,4807,4427
1244,5114,4531
1251,4786,4517
1254,5040,4476
1243,4807,4458
1293,4998,4653
1199,4800,4539
1228,4720,4790
1408,4842,4473
1254,4879,4995
1337,4775,4452
1267,4790,4782
1193,4804,4452
1286,4835,4352
1388,5182,4436
1241,4889,4427
1309,5023,4749
1297,4856,4343
1318,5151,4512
1253,5053,4627
1282,4847,4778
1241,4878,4504
1241,4769,4630
1212,4904,4717
1232,4803,4652
1227,4796,4791
1422,4780,4531
1255,4706,5058
1241,4869,4433
1206,4749,4433
1294,4970,4514
1259,4965,4580
1209,4872,4455
1246,4833,4452
1241,4726,4637
1221,4905,4467
1057,4696,4434
1242,4839,4521
1267,4851,4433
1258,4787,4520
1207,4805,4494
1215,4812,4559
1198,4798,4472
1238,4894,4805
1424,4864,4448
1265,4821,4947
1307,4907,4478
1282,4731,4929
1381,4696,4497
1256,4811,4773
1407,5058,4454
1241,4744,4972
1381,5041,4630
1239,4764,4788
1383,4850,4548
1291,4860,5043
1320,4855,4413
1210,5108,4461
1257,4729,4850
1183,5046,4457
1241,4756,4569
1241,5084,4552
1243,4718,4520
1241,5310,4511
1236,4675,4475
1211,4749,4774
1221,4886,4487
1242,4750,4834
1193,4765,4469
1251,4811,4748
1464,4835,4482
1226,4711,4952
1281,4897,4489
1201,4789,4586
1241,5128,4490
1241,4831,4457
1219,5074,4502
1237,4833,4421
1319,5101,4408
1252,4769,5000
1328,4749,4483
1152,4733,4969
1311,4959,4482
1253,4725,4925
1260,5056,4464
1091,4824,4449
1293,5192,4458
1242,4847,4483
1291,4936,4706
1267,4784,4441
1243,4880,4371
1286,4892,4320
1202,4656,4333
1344,5030,4412
1266,4860,5093
1223,4777,4471
1258,4751,4814
1241,4876,4435
1260,4789,4335
1248,4907,4491
1207,4702,4619
1241,4969,4493
1238,4773,4446
1258,4825,4489
1244,4868,4437
1075,4977,4463
1229,4785,4458
1283,4887,4613
1259,4662,4465
1309,4818,4738
1249,4793,4525
1264,4813,4785
1264,5228,4450
1240,4828,4906
1295,5046,4475
1261,4778,4448
1201,5055,4480
1252,4785,4465
1298,5214,4454
1222,5087,4458
1253,4987,4438
1260,4821,4437
1232,4944,4547
1308,4936,4616
1227,4876,4679
1263,4866,4457
1253,5114,4548
1244,4815,4451
1029,4931,4607
1264,4851,4518
1301,4872,4735
1398,4855,4539
1243,4780,4943
1332,5011,4485
1254,4707,4898
1304,5044,4467
1215,4724,4458
1231,5130,4466
1239,4716,4480
1240,5035,4510
1255,4692,4319
1261,5002,4440
1242,4779,4436
1248,4842,4519
1242,4825,4430
1237,4897,4497
1216,4786,4467
1215,5061,4501
1199,4842,4505
1243,5187,4474
1264,4809,4483
1102,4678,4829
1218,4687,4463
1243,5096,4485
1246,4811,4479
1258,4838,4748
1204,4806,4432
1294,4862,4882
1228,4795,4510
1254,4768,4773
1299,5182,4439
1303,4770,4311
1321,5240,4459
1215,4714,4893
1409,5070,4472
1241,4790,4451
1240,5017,4500
1295,4965,4513
1240,5180,4452
1242,4713,4432
1215,5159,4514
1203,4789,4472
1210,4740,4671
1223,4837,4515
1234,4700,4732
1055,5235,4528
1203,4695,4529
1250,5064,4450
1204,4695,4463
1291,5147,4870
1257,4713,4437
1252,4888,4507
1319,4818,4519
1257,5055,4544
1242,4786,4533
1281,5096,4626
1295,5134,4473
1290,4927,4545
1233,4887,4663
1260,5014,4639
1261,4843,4464
1266,4908,4719
1234,4739,4514
1245,4878,4858
1248,4869,4469
1284,4901,4849
1328,4888,4714
1243,4893,4841
1297,4851,4539
1276,4878,4654
1018,4873,4423
1221,4804,4609
1255,4941,4531
1261,5131,4326
1222,4970,4631
1200,4760,4979
1221,4958,4687
1254,4734,5091
1243,4996,4664
1243,4811,4511
1252,4973,4459
1256,4785,4445
1254,4947,4499
1241,4842,4437
1244,4966,4526
1225,4883,4443
1278,4860,4725
1265,4861,4509
1251,4853,4830
1222,4841,4435
1243,4781,4815
1429,4899,4493
1245,4712,4941
1256,5040,4524
1244,4711,4332
1313,5106,4447
1314,4831,4850
1241,5124,4474
1242,4872,4516
1292,5225,4491
1244,4738,4465
1252,5083,4489
1244,4764,4456
1217,5062,4485
1246,4876,4451
1235,4857,4735
1187,4791,4458
1224,4738,4748
1267,5190,4526
1241,4784,4676
1241,5283,4851
1257,4843,4446
1247,5026,4552
1200,4790,4528
1168,5018,4571
1304,4850,4318
1288,5001,4745
1253,4762,4463
1295,4938,4436
1304,4910,4446
1242,4870,4544
1224,4850,4466
1288,5021,4506
1245,4781,4500
